Entrez_ID,Gene,mouse_scBAT_count,mouse_iBAT_counts,mouse_WAT_count,BAT1_int_Wu,BAT2_int_Wu,BAT3_int_Wu,beige1_int_Wu,beige2_int_Wu,beige3_int_Wu,Human_Genbank_Accession,Human_Gene,Human_scBAT_FPKM,Human_WAT_FPKM,MouseSCBATvsWAT_LR,MouseSCBATvsWAT_PV
544971,Bdp1,826.6667,853.6667,1953,480.64,369.295,378.41,423.19,334.285,420.77,NM_018429,BDP1,10.75,5.11,0,0.13188
13392,Dlx2,0.66667,0,0,94.33,264.99,86.33,161.09,91.86,69.51,NM_004405,DLX2,3.16,0.25,1,0.51954
81906,Cyp4x1,0,0,0,79.85,51.01,40.19,47.12,55.27,33.37,NM_178033,CYP4X1,4.02,0.62,1,1
18164,Nptx1,1.6667,3.6667,7,173.625,364.15,621.955,39.96,72.07,51.255,NM_002522,NPTX1,1.37,0.24,0,0.23896
104271,Tex15,54.3333,4.3333,22,53,29.64,13.93,26.28,28.33,20.34,NM_031271,TEX15,0.93,0.16,1,0.03588
54409,Ramp2,889,797.3333,1351.3333,93.12,43.19,57.78,61.2,76.57,64.8,NM_005854,RAMP2,18.87,4.18,1,0.81307
11906,Zfhx3,413.3333,448.6667,447.3333,187.78,188.7083,265.905,99.14,71.0717,88.4217,NM_006885,ZFHX3,4.24,1.15,1,0.29033
240055,Neurl1b,192.6667,203.3333,361,29.81,22.53,19.13,14.99,31.09,13.91,NM_001142651,NEURL1B,2.32,0.73,0,0.62202
73124,Golim4,1311.3333,1427,1751.6667,411.335,524.64,435.065,315.885,392.115,366.305,NM_014498,GOLIM4,27.43,13.49,1,0.39957
14049,Eya2,67.6667,38.3333,232,6.06,13.51,2.5,5.76,7.34,2,NM_005244,EYA2,6.35,1.08,0,0.04791
246104,Rhbdl3,65.3333,67.6667,253.3333,92.13,78.96,114.395,67.18,87.565,89.57,NM_138328,RHBDL3,1.05,0.21,0,0.0031446
545486,Tubb1,5.6667,10.6667,22.6667,26.17,38.89,60.53,24.17,45.04,56.08,NM_030773,TUBB1,2.27,0.6,0,0.064801
76142,Ppp1r14c,22,10.3333,5.6667,44.795,59.405,45.055,64.31,55.54,57.77,NM_030949,PPP1R14C,10.04,3.8,1,0.00038313
20472,Six2,16.6667,2.3333,0.33333,29.69,20.6,31.32,7.81,36.61,1,NM_016932,SIX2,9.56,3.74,1,1.15e-07
268977,Ltbp1,287,139.6667,893.6667,220.3533,226.56,191.6567,366.56,220.2933,460.6933,NM_001166265,LTBP1,21.5,8.57,0,0.0092925
57753,Noc3l,327.6667,272.6667,735,295.28,241.05,177.94,330.695,115.795,304.295,NM_022451,NOC3L,12.83,5.97,0,0.24916
20681,Sox8,3.3333,2,19.6667,2.69,9.2,20.5,15.55,15.93,1,NM_014587,SOX8,1.11,0.09,0,0.033604
668212,Efr3b,195,219.6667,238,28.465,13.275,37.495,23.795,23.355,20.82,NM_014971,EFR3B,0.66,0.15,1,0.36172
13612,Edil3,18.6667,18.3333,13.3333,14.1867,12.6683,14.4267,15.6017,9.005,13.0017,NM_005711,EDIL3,11.44,5.05,1,0.066742
13382,Dld,18964.6667,19071,6014.3333,1093.045,970.525,618.445,879.235,391.19,872.125,NM_000108,DLD,68,30.9,1,3.19e-11
235497,Leo1,234.6667,168,461.3333,348.01,281.2,236.9,292.6,201.97,286.95,NM_138792,LEO1,48.81,24.12,0,0.54849
18654,Pgf,29,27.3333,90.6667,244.21,743.21,1983.8,57.39,161.85,211.33,NM_001207012,PGF,8.03,0.88,0,0.065147
12841,Col9a3,11.3333,10.3333,35.6667,22.2167,20.4967,22.67,11.4067,23.0967,16.4667,NM_001853,COL9A3,11.8,1.74,0,0.15312
23984,Pde10a,155.3333,157.6667,142.6667,142.426,167.518,182.37,156.926,183.714,173.008,NM_001130690,PDE10A,1.75,0.28,1,0.039123
239114,Il17d,46.3333,35.3333,71,2.7,3.39,3.735,5.82,8.21,6.875,NM_138284,IL17D,6.12,1.82,1,1
66895,Pxdc1,227.6667,219.3333,1353.3333,545.06,432.63,491.92,326.79,432.92,291.28,NM_183373,PXDC1,27.73,12.58,0,7.76e-07
64144,Mllt1,749.6667,686,1258.3333,87.62,55.4,64.105,114.005,82.645,87.14,NM_005934,MLLT1,11.47,5.65,0,0.98837
210009,Mtrr,261.3333,234,565.6667,395.69,226.03,214,301.33,181.58,316.41,NM_024010,MTRR,29.45,8.91,0,0.2848
20312,Cx3cl1,89.3333,97,224.3333,128.1825,67.79,74.1925,114.8725,90.75,90.9525,NM_002996,CX3CL1,4.07,1.24,0,0.24235
57875,Angptl4,5506.3333,5799.3333,7121.6667,2756.645,2595.735,2807.545,2215.895,3039.135,3058.58,NM_001039667,ANGPTL4,107.09,33.83,1,0.49331
241989,Pabpc4l,6,4,24,5.83,7.685,4.995,6.415,7.355,7.665,NM_001114734,PABPC4L,2.6,0.86,0,0.06324
234378,Klhl26,564,511.3333,693,325.61,250.86,405.59,405.46,254.48,320.89,NM_018316,KLHL26,4.34,1.48,1,0.20176
54367,Zfp326,466.3333,503.3333,737,906.85,653.82,702.68,1353.16,850.22,716.4,NM_182976,ZNF326,13.09,5.71,1,0.82365
18105,Nqo2,919,1090.6667,793.6667,280.5167,108.0533,125.3533,190.3533,195.16,213.46,NM_000904,NQO2,47.18,22.26,1,0.0073428
228869,Ncoa5,382,334,1114,342.68,187.52,338.7,540.62,291.85,486.78,NM_020967,NCOA5,12.77,6.07,0,0.02393
215193,Diexf,302,257.6667,657,169.1467,177.3033,215.8533,187.64,130.31,160.63,NM_014388,DIEXF,13.49,6.43,0,0.35797
245000,Atr,532.6667,483.3333,1515,130.88,91.3867,118.6167,88.96,77.92,159.6067,NM_001184,ATR,10.19,4.95,0,0.03122
14160,Lgr5,0.33333,1,15.3333,19.955,20.445,12.33,14.9,14.34,14.71,NM_003667,LGR5,2.25,0.09,0,2.87e-05
269959,Adamtsl3,453.6667,644.6667,154.6667,52.35,41.16,43.41,20.07,45.67,50.77,NM_207517,ADAMTSL3,1.6,0.41,1,3.11e-07
56458,Foxo1,2829,2308,4169,531.1167,606.8333,529.2033,344.3667,357.7533,562.4333,NM_002015,FOXO1,37.87,17.27,1,0.56896
68493,Ndufaf4,1555.6667,1541.3333,705.3333,1026.855,738.2,516.625,1163.205,584.915,876.65,NM_014165,NDUFAF4,22.66,10.95,1,2.72e-10
74230,1700016K19Rik,0,0,5.3333,4.33,4.72,4.24,6.62,5.96,3.34,NM_001013672,C17orf97,3.17,0.75,0,0.0070035
13211,Dhx9,2295.6667,2073.6667,6011,624.5167,641.2433,431.93,925.3133,699.3333,766.99,NM_001357,DHX9,58.71,27.59,0,0.028095
110052,Dek,787,744.6667,2771,700.875,675.77,606.88,744.17,399.2,762.38,NM_003472,DEK,69.35,33.49,0,0.0027056
224092,Lsg1,442.3333,372.6667,927,317.51,185.62,297.98,245.23,140.38,245.14,NM_018385,LSG1,13.6,6.73,0,0.38991
22003,Tpm1,4871,2674,2127.6667,509.6225,320.8625,400.84,609.8975,325.7275,853.8325,NM_001018006,TPM1,293.41,78.92,1,1.72e-07
240641,Kif20b,29,30.3333,380,14.035,15.88,8.6,42.9075,7.8175,16.7675,NM_016195,KIF20B,4.6,1.97,0,3.72e-06
171180,Syt12,843,670.3333,807.3333,186.94,105.49,49.77,53.32,46.94,134.78,NM_177963,SYT12,1.32,0.06,1,0.12795
15519,Hsp90aa1,2396.3333,2558.3333,4845,3941.416,2931.656,4051.34,4431.384,1840.088,3600.734,NM_005348,HSP90AA1,NaN,174.97,0,0.2967
64009,Syne1,1116,1100,2896.6667,103.41,73.46,93.03,43.5433,78.4733,45.3533,NM_182961,SYNE1,4.3,1.97,0,0.017928
269254,Setx,1751.3333,1590.6667,5535.3333,252.5867,289.7433,337.28,205.62,227.2233,313.47,NM_015046,SETX,18.5,9.2,0,0.012974
235472,Prtg,9.3333,9.6667,26.6667,39.5167,22.4333,26.3333,81.8533,47.5967,84.0233,NM_173814,PRTG,0.92,0.28,0,0.19198
68904,Abhd13,1041.6667,1021,1402.6667,284.122,267.244,258.938,240.328,142.108,216.176,NM_032859,ABHD13,5.87,2.51,1,0.30468
218820,Zfp503,369,327.3333,883.6667,1998.595,1467.33,1727.765,2174.085,2394.585,2522.65,NM_032772,ZNF503,15.99,7.25,0,0.13401
238055,Apob,5,1.3333,1.6667,31.73,12.515,18.25,22,19.065,24.49,NM_000384,APOB,1.1,0.37,1,0.02906
16477,Junb,332,401,1255.6667,4140.05,2837.1,5176.86,4152.46,3334.9,2820.59,NM_002229,JUNB,14.62,6.54,0,0.011857
11364,Acadm,31336,32345,9465,5398.61,4591.46,1681.87,2500.04,1876.18,4790.85,NM_000016,ACADM,63.9,29.64,1,5.49e-10
94187,Zfp423,303.6667,207,894.3333,263.14,71.97,128.74,45.95,109.99,71.28,NM_015069,ZNF423,5.39,2.21,0,0.037261
109181,Trip11,1091.3333,1061.3333,1661.3333,207.972,211.06,233.942,198.988,116.276,169.626,NM_004239,TRIP11,9.43,4.61,1,0.66755
58212,Srrm3,1.3333,4.3333,0.66667,23.4667,27.73,31.95,24.4767,27.2233,28.0733,NM_001110199,SRRM3,0.95,0.07,1,0.27431
71733,Susd2,56.3333,22,341.3333,32.38,21.41,40.52,28.13,27.17,24.43,NM_019601,SUSD2,1.52,0.33,0,0.0022999
223732,Ldoc1l,16,13.3333,372,44.21,35.51,70.05,94.57,72.03,106.15,NM_032287,LDOC1L,11.44,5.64,0,5.92e-12
71287,Cpvl,0,0.33333,0.66667,4.48,35.51,23.4,11.25,13.67,18.12,NM_031311,CPVL,13.29,5.24,0,0.52682
380601,Fastkd5,291.3333,239,321.6667,541.78,459.18,438.86,631.29,378.49,784.68,NM_021826,FASTKD5,13.6,6.16,1,0.11182
381290,Atp2b4,660,627.3333,5732,9.38,17.12,8.14,27.27,16.62,33.74,NM_001684,ATP2B4,46.82,21.42,0,2.4e-09
11553,Adra2c,10.3333,11.3333,13,12.4925,8.4225,10.64,12.405,12.6125,4.1125,NM_000683,ADRA2C,2.36,0.1,1,0.60825
12716,Ckmt1,85.3333,3,2,15.575,21.215,14.34,13.965,19.4,6.245,NM_001015001,CKMT1A,2.88,0.5,1,1.97e-09
20725,Serpinb8,52.3333,28.6667,288.3333,106.94,102.15,82.34,82.105,93.33,139.81,NM_001276490,SERPINB8,12.56,5.51,0,6.79e-05
18605,Enpp1,19.6667,23.6667,357,22.6467,39.4533,35.2267,27.9367,28.9367,29.4833,NM_006208,ENPP1,10.32,5.07,0,1.86e-06
244958,Mrap2,0.66667,0,1.6667,22.1,35.98,24.36,13.27,44.8,31.71,NM_138409,MRAP2,2.27,0.51,0,1
71340,Riok1,276,252.6667,845.6667,249.088,231.548,287.892,206.106,197.654,216.136,NM_031480,RIOK1,31.92,14.95,0,0.024543
15228,Foxg1,0,0,0,2701.89,577.15,1036.17,1100.02,227.34,541.77,NM_005249,FOXG1,3.52,0.63,1,1
20745,Spock1,0,0,4,6.205,9.29,5.23,7.035,6.335,3.66,NM_004598,SPOCK1,213.55,79.74,0,0.015895
68259,Ift80,106.6667,105.3333,1071.3333,75.585,99.29,74.79,99.855,62.885,85.17,NM_001190242,IFT80,7.35,3.26,0,1.45e-06
13120,Cyp4b1,969,916.6667,2027.6667,361.51,99.46,244.31,69.3,48.01,29.4,NM_001099772,CYP4B1,53.91,8.88,0,0.22867
59013,Hnrnph1,2650.6667,2633.6667,6182,1406.95,1238.435,1450.6,2331.695,1247.855,1527.81,NM_005520,HNRNPH1,263.65,114.2,0,0.12472
20183,Rxrg,654.6667,677,363.3333,19.3,26.72,15.22,14.76,9.07,22.14,NM_001256571,RXRG,8.61,1.84,1,1.82e-05
214425,Cilp,19.3333,35.3333,224.3333,36,34.15,23.74,36.41,33.5,15.61,NM_003613,CILP,1.5,0.37,0,8.56e-07
236900,Pdk3,45,35,462.3333,507.06,903.82,751.41,766.51,521.24,906.48,NM_001142386,PDK3,3.68,1.77,0,1.09e-07
232087,Mat2a,4488,4089,6893.6667,4235.5529,2857.5743,4002.7257,3277.0557,4237.8,3681.4257,NM_005911,MAT2A,612.19,184.24,1,0.79841
226251,Ablim1,4048,4286.3333,13624.6667,49.4475,48.8725,45.7525,24.4025,26.465,29.9275,NM_006720,ABLIM1,7.82,3.14,0,0.0019078
50530,Mfap5,335.6667,139.6667,629.6667,4339.85,2456.025,5635.345,2425.195,3281.41,1738.935,NM_003480,MFAP5,43.26,18.14,0,0.5617
105377,Ankrd32,206.3333,234,561,71.135,55.425,29.1,58.13,34.09,62.51,NM_032290,ANKRD32,5.89,2.63,0,0.060153
66645,Pspc1,249.3333,234.3333,661.3333,273.115,173.475,189.255,333.07,139.05,230.14,NM_001042414,PSPC1,49.61,24.39,0,0.085477
72171,Shq1,86.3333,67.6667,180.3333,136.3,176.43,101.32,215.85,73.56,105.71,NM_018130,SHQ1,13.18,6.55,0,0.47985
20379,Sfrp4,22.3333,7,123,215.72,88.45,92.06,121.12,270.55,152.26,NM_003014,SFRP4,1.3,0.22,0,0.0025451
13518,Dst,5942.6667,5820,12304.3333,208.4025,425.445,398.3075,294.315,254.085,374.3175,NM_015548,DST,21.68,8.83,0,0.28801
414801,Itprip,79,73.3333,984.6667,169.135,194.135,279.78,567.64,333.645,288.665,NM_001272012,ITPRIP,8.29,3.71,0,7.94e-07
217333,Trim47,262.6667,218,642.3333,280.54,500.05,516.13,517.95,453.11,294.54,NM_033452,TRIM47,12.47,5.93,0,0.091819
18167,Npy2r,0,0,1,6.11,1.12,3.38,10.07,5.11,1.53,NM_000910,NPY2R,1.58,0.38,0,0.51739
67134,Nop56,500.6667,430.3333,1778.3333,1098.585,789.205,950.16,1818.85,727.69,1169.145,NM_006392,NOP56,109.02,53.25,0,0.0080491
245474,Dkc1,887,817,1584,726.62,381.44,274.23,733.3233,268.2667,596.1267,NM_001363,DKC1,107.48,52.99,0,0.79838
102103,Mtus1,4607.6667,4493.6667,3641.3333,270.8533,423.8333,264.7667,245.5833,272.6167,466.49,NM_020749,MTUS1,5.19,0.74,1,0.0074637
13537,Dusp2,12.3333,17,1172,38.67,22.09,36.35,19.76,8.35,21.74,NM_004418,DUSP2,3.29,0.54,0,2.37e-10
13394,Dlx4,0.66667,0,2,25.27,14,31.51,15.575,35.44,34.125,NM_001934,DLX4,1.71,0.31,0,0.51879
382111,Susd5,34.3333,30,15.6667,28.8,25.39,19.275,22.51,18.88,28.26,NM_015551,SUSD5,4.45,1.95,1,0.00053318
227753,Gsn,23686.6667,17095.3333,102909,14112.725,9949.6867,8999.1117,6595.5817,9766.0933,13699.1367,NM_001258029,GSN,254.09,112.75,0,4.71e-05
67966,Zcchc10,111.3333,124.6667,265.6667,236.45,241.06,136.57,238.69,149.43,137.25,NM_017665,ZCCHC10,10.69,4.77,0,0.21308
225467,Pggt1b,362.6667,346,820,169.2167,97.08,149.34,188.1833,70.5633,129.99,NM_005023,PGGT1B,9.96,4.59,0,0.17249
13511,Dsg2,63.6667,1.6667,507.6667,18.99,27.3867,23.4117,17.5633,35.31,24.3983,NM_001943,DSG2,0.64,0.04,0,0.014793
16822,Lcp2,52,38,2182.6667,9.785,12.39,15.11,12.585,6.87,8.94,NM_005565,LCP2,0.94,0.1,0,4.82e-13
78286,Nav2,698,548,161.3333,20.3875,34.8537,48.5712,31.7013,45.1237,40.325,NM_001111019,NAV2,11.94,2.87,1,5.72e-12
64817,Svep1,6313,4339.3333,5497,1240.68,1275.5,1511.76,492.3,487.79,1128.46,NM_153366,SVEP1,61.48,24.58,1,0.089162
105171,Arrdc3,1112.6667,916.3333,1913.3333,1934.61,1977.19,1514.23,1642.77,1511.67,3109.8,NM_020801,ARRDC3,21.39,10.29,0,0.71635
241327,Olfml2a,76,64.3333,100,15.16,11.82,12.36,6.56,9.4,19.13,NM_182487,OLFML2A,5.55,2.34,1,0.44352
244421,Lonrf1,413.3333,376.6667,377.3333,439.19,494.74,280.31,390.68,393.93,172.23,NM_152271,LONRF1,12.76,6.12,1,0.05512
50790,Acsl4,1133.6667,851.3333,1577.3333,3964.7933,2540.6533,3000.6267,3178.4033,2177.36,3496.36,NM_004458,ACSL4,24.95,12.35,1,0.4042
71865,Fbxo30,437.3333,453.3333,443.6667,424.605,447.6,515.435,582.6975,308.985,264.6425,NM_032145,FBXO30,22.52,9.11,1,0.045708
239318,Plcxd3,0.33333,1,2.3333,31.5,6.94,18.73,10.84,13.35,18.3,NM_001005473,PLCXD3,1.11,0.31,0,0.17177
12400,Cbfb,646.6667,539,2365,1512.21,1861.16,1517.98,1477.99,891.07,1359.95,NM_022845,CBFB,25.52,8.76,0,0.0041023
320840,Negr1,1075.6667,998.3333,1501.6667,63.09,40.93,23.39,35.22,56.61,43.31,NM_173808,NEGR1,6.13,2.6,1,0.73839
14579,Gem,34.3333,31.3333,308.6667,1342.83,764.02,926.88,1477.92,722.97,1532.27,NM_181702,GEM,13.5,6.07,0,2.44e-07
212679,Mars2,247.6667,205,408,51.53,39.625,42.28,45.57,21.39,36.155,NM_138395,MARS2,8.14,3.69,1,0.90423
105689,Mycbp2,2585.3333,2400.3333,11431.6667,526.8857,434.0271,574.73,295.1657,235.6243,385.4057,NM_015057,MYCBP2,21.25,10.59,0,1.26e-06
14563,Gdf5,272.6667,278,102,5.35,12.61,7.62,4.3,13.04,9.15,NM_000557,GDF5,4.93,1.79,1,9.68e-05
26399,Map2k6,152,143,288,251.48,997.31,476.6,352.63,383.61,638.06,NM_002758,MAP2K6,9.71,3.42,0,0.63727
14461,Gata2,317.3333,366.3333,308,119.325,188.345,44.29,236.99,125.49,111.075,NM_001145662,GATA2,2.7,0.87,1,0.090636
13618,Ednrb,673,749.6667,953.6667,30.4067,27.51,21.1967,49.1233,47.8367,25.3567,NM_001122659,EDNRB,42.25,18.04,1,0.77814
229780,Trmt13,66,67.3333,164.3333,81.662,80.046,94.614,89.858,55.014,71.686,NM_019083,TRMT13,10.94,5.01,0,0.24892
228677,Sptlc3,0.33333,0.66667,1.3333,329.28,520.135,259.27,150.86,384.46,178.115,NM_018327,SPTLC3,4.97,2.09,0,0.65305
98363,Efhd1,109.6667,39.6667,193.3333,16.06,7.33,7.7,6.13,10.01,14.57,NM_001243252,EFHD1,12.96,5.16,0,0.70755
218441,Zfyve16,635,654,981.6667,210.08,154.59,121.42,161.39,117.6,156,NM_014733,ZFYVE16,7.76,3.44,1,0.75222
67291,Ccdc137,308,298,684,730.73,562.37,449.75,633.91,349.75,565.38,NM_199287,CCDC137,10.97,5.05,0,0.24347
13798,En1,1.3333,12.3333,64,65.07,116.89,125.07,86.62,50.81,76.97,NM_001426,EN1,8.57,4.07,0,1.93e-09
76453,Prss23,481.6667,356,878,3821.78,2117.1133,2390.9567,1268.7967,1165.5033,2050.3967,NM_007173,PRSS23,43.89,21.87,0,0.57333
85031,Pla1a,399.3333,190.3333,438.3333,1877.57,1869.5,4714.84,3253.55,4082.27,2822.87,NM_001206961,PLA1A,2.62,0.27,1,0.31982
68519,Eml1,177,121.6667,304,67.28,98.78,138.55,145.93,61.31,87.04,NM_004434,EML1,7.73,3.8,0,0.8199
71323,Rassf8,337.3333,314,510.3333,664.7567,768.7933,924.37,692.66,512.6533,369.4,NM_001164748,RASSF8,25.46,12.45,1,0.90928
67254,2900011O08Rik,0.66667,1.3333,1,31.5,39.13,21.38,42.15,34.44,27.4,NM_001142469,C16orf45,10.26,3.61,1,1
12316,Aspm,20,13.6667,208.3333,21.64,20.97,15.074,21.464,22.17,22.654,NM_018136,ASPM,4.17,1.83,0,1.71e-05
217082,Hlf,2247.6667,2287,1455.6667,63.325,51.945,31.13,23.91,36.48,48.625,NM_002126,HLF,0.69,0.15,1,0.0010716
66917,Chordc1,1016.6667,1014,1729.6667,1608.09,1143.17,846.05,1500.7,993.19,1568.29,NM_012124,CHORDC1,NaN,4.26,0,0.931
319565,Syne2,4408,4075,4462.6667,28.135,38.615,34.455,23.16,20.955,21.22,NM_182914,SYNE2,6.17,1.26,1,0.08028
227399,Ppip5k2,342.6667,306.3333,1376,299.62,321.06,237.75,411.58,184.71,290.66,NM_001276277,PPIP5K2,6.61,2.02,0,0.0010033
12801,Cnr1,4.6667,6.6667,214.6667,35.63,12.76,19.51,18.77,14.685,25.885,NM_033181,CNR1,7.49,0.59,0,1.22e-12
80986,Ckap2,4.6667,3.6667,110.3333,257.48,119.21,165.54,203.67,104.38,178.52,NM_018204,CKAP2,16.43,7.6,0,2.07e-07
16709,Ktn1,1152.6667,1127.6667,2205.3333,337.4,295.3567,340.8567,347.67,193.5333,229.1267,NM_001079521,KTN1,19.98,4.95,0,0.53419
16527,Kcnk3,9953,11453.6667,1733,32.0833,161.29,82.42,95.1033,86.8867,46.7733,NM_002246,KCNK3,5.67,2.45,1,1.36e-12
224143,Poglut1,426,421,1563,451.63,414.99,419.18,279.36,266,417.2,NM_152305,POGLUT1,9.73,4.83,0,0.00036553
13063,Cycs,7358.6667,7593.3333,2211.3333,8209.88,5061.875,3261.985,5535.66,5381.4625,6134.715,NM_018947,CYCS,228.73,93.24,1,5e-13
16177,Il1r1,240.3333,201.3333,1520.3333,545.305,1402.93,723.02,845.005,416.59,1220.905,NM_000877,IL1R1,145.83,68.6,0,1.47e-09
11552,Adra2b,19.3333,20.3333,9,14.24,6.655,14.71,14.35,14.125,18.285,NM_000682,ADRA2B,0.94,0.1,1,0.0019721
11522,Adh1,2865.6667,2759,3582.3333,1067.8,565.07,199.96,835.67,849.67,2061.48,NM_000669,ADH1C,0.95,2.09,1,0.36342
15460,Hr,1243,711.3333,1248.6667,214.7,91.285,260.24,81.26,89.27,68.39,NM_005144,HR,3.97,0.87,1,0.20214
110109,Nop2,709.3333,542,1077,1100.54,614.87,672.99,1420.75,490.58,694.15,NM_006170,NOP2,16.48,5.99,1,0.62748
107250,Kazald1,191.3333,204,84.3333,98.25,97.79,66.74,52.21,68.21,74.13,NM_030929,KAZALD1,4.08,1.5,1,0.00017671
11906,Zfhx3,413.3333,448.6667,447.3333,187.78,188.7083,265.905,99.14,71.0717,88.4217,NM_001164766,ZFHX3,5.9,2.67,1,0.29033
70930,Nol8,514.6667,463.6667,1177.3333,359.1767,215.7667,287.2333,256.2433,83.7733,230.0967,NM_017948,NOL8,21.35,7.93,0,0.24133
246154,Vasn,248.3333,229.6667,971.3333,1909.795,2086.625,2570.155,2471.315,2641.185,1273.085,NM_138440,VASN,52.1,23.3,0,0.00022178
98403,Zfp451,350.3333,360,720.6667,158.96,212.09,206.362,260.81,150.086,213.668,NM_001257273,ZNF451,7.06,2.32,0,0.37412
73288,Ccdc132,681.3333,646,1036.3333,218.97,207.305,122.66,199.555,86.34,219.525,NM_017667,CCDC132,4.42,2.14,1,0.72939
13346,Des,2550.6667,2036,1331,68.39,44.89,41.88,48.32,62.91,69.69,NM_001927,DES,1.45,0.39,1,1.28e-06
68550,Tefm,393,376.6667,301.3333,262.01,198.74,141.77,202.65,158.81,270.09,NM_024683,TEFM,17.72,8.57,1,0.0041762
26885,Casp8ap2,363.6667,404.6667,1132.6667,363.63,294.38,360.9,537.23,177.58,337.03,NM_001137668,CASP8AP2,5.29,1.52,0,0.013691
27205,Podxl,2761,2439.3333,2236.6667,20.16,14.275,15.035,25.465,14.17,10.805,NM_005397,PODXL,7.13,3.29,1,0.0092136
230027,Coq3,1023.3333,985,640.3333,290.57,284.085,221.11,290.78,270.12,302.765,NM_017421,COQ3,17.21,8.21,1,0.00014831
54611,Pde3a,167.6667,169,120.6667,10.34,18.21,12.87,8.7967,10.9667,11.3267,NM_001244683,PDE3A,2.12,0.59,1,0.0052436
74166,Tmem38a,817.6667,449,145.3333,29.7,28.555,23.155,35.015,25.805,28.9,NM_024074,TMEM38A,3.97,1.38,1,1.53e-11
23894,Gtf2h2,219,213.3333,452.6667,295.02,241.34,184.22,323.36,134.44,291.75,NM_001515,GTF2H2,1.41,2.37,0,0.44639
69354,Slc38a4,64.6667,16.3333,142.3333,41.71,34.355,33.55,45.915,39.96,39.47,NM_001143824,SLC38A4,4.6,1.04,0,0.51158
12780,Abcc2,9.6667,14.3333,16,27.14,27.23,19.51,15.73,21.8,27.59,NM_000392,ABCC2,1,0.34,0,0.95441
50915,Grb14,1414.6667,1407.6667,891.6667,174.23,159.475,258.775,128.525,130.74,162.09,NM_004490,GRB14,3.23,1.21,1,0.0050649
76464,Casc5,5,10,203,12.085,24.035,15.795,17.8,23.505,17.375,NM_144508,CASC5,2.98,1.05,0,4.91e-09
192167,Nlgn1,1,0,0.66667,9.225,9.825,14.725,9.47,10.51,8.095,NM_014932,NLGN1,2.89,1.29,1,0.72247
242083,Ppm1l,332,295,309,16.6033,15.5733,21,29.0933,22.1333,46.6033,NM_139245,PPM1L,2.27,0.8,1,0.03121
72023,Cyb561d1,483,508,1051.3333,11.065,23.265,17.785,12.02,13.05,14.645,NM_001134402,CYB561D1,4.04,1.78,0,0.34963
21414,Tcf7,34.3333,33.6667,5980.6667,28.435,35.6,26.68,34.655,30.28,24,NM_201632,TCF7,3.83,1.29,0,1.43e-14
17300,Foxc1,86.6667,30,46.3333,180.57,310.175,330.505,130.22,112.02,128.515,NM_001453,FOXC1,2.49,0.92,1,0.0062147
15384,Hnrnpab,3091.3333,2959.6667,4900.3333,2360.7671,1814.1814,1930.8586,3060.3329,1938.5186,1987.4171,NM_004499,HNRNPAB,134.59,42.71,1,0.78123
67045,Riok2,601.3333,590.3333,968,339.0075,237.2525,186.4675,389.6,264.8525,296.2575,NM_018343,RIOK2,8.09,3.88,1,0.8811
66873,Tril,168.3333,152.3333,355,38.65,26.49,31.835,86.325,53.125,71.705,NM_014817,TRIL,1.96,0.68,0,0.35127
93891,Pcdhb20,35.3333,34.6667,57.6667,115.64,69.2,61.72,109.54,58.58,98.95,NM_018934,PCDHB14,0.69,0.14,0,0.98218
29862,Ninj2,2.3333,0,4,23.31,28.15,11.01,17.69,17.98,14.63,NM_016533,NINJ2,3.02,0.79,0,1
12006,Axin2,615.6667,489,600.3333,38.29,25.335,30.305,45.945,21.59,35.295,NM_004655,AXIN2,4.1,1.8,1,0.019307
77805,Esco1,484.3333,507.3333,1563.3333,151.26,97.115,142.065,158.6,46.715,100.685,NM_052911,ESCO1,4.63,2.3,0,0.020954
329504,Lcmt2,342.3333,322,403.6667,112.48,166.69,144.74,140.98,115.11,219.44,NM_014793,LCMT2,6.35,3.06,1,0.15683
15900,Irf8,107,129.3333,4717.6667,17.965,40.155,13.23,20.995,36.37,15.29,NM_002163,IRF8,1.21,0.29,0,9.74e-13
68588,Cthrc1,7.6667,5.6667,20.6667,53.17,45.4,23.53,11.42,14.92,11.38,NM_001256099,CTHRC1,38.98,14.96,0,0.24649
12700,Cish,2753.3333,2198,945.3333,421.94,355.22,340.22,584.97,779.18,490.95,NM_145071,CISH,2.98,1.06,1,7.42e-06
319448,Fndc3a,1133.3333,965.6667,2473,593.5033,585.4167,598.5367,313.11,258.8467,517.0267,NM_014923,FNDC3A,17.69,6.74,0,0.15486
72201,Otud6b,1653.6667,1566,1572.3333,1018.26,982.25,718.61,1009.48,578.42,1174.1,NM_016023,OTUD6B,6.03,2.92,1,0.010542
57741,Noc2l,733,655.6667,1963.3333,256.365,265.81,311.21,191.635,240.73,230.09,NM_015658,NOC2L,9.65,4.8,0,0.057562
381045,Ccdc58,436,438.3333,288.6667,386.915,482.065,413.645,501.705,523.83,346.465,NM_001017928,CCDC58,26.77,12.47,1,0.00015572
74132,Rnf6,1281.6667,1238,1753.6667,917.92,928.975,854.765,1348.24,468.925,987.775,NM_183043,RNF6,13.43,6.52,1,0.32547
70834,Spag9,5339.6667,5328,6894.3333,735.3567,1067.9133,872.8467,650.9767,624.0867,703.88,NM_001130528,SPAG9,15.66,5.58,1,0.25621
