ID,Gene Symbol,ENTREZ_GENE_ID
1416499_a_at,Dctn6,22428
1416500_at,Sacm1l,83493
1416501_at,Pdpk1,18607
1416502_a_at,Preb,50907
1416503_at,Lxn,17035
1416504_at,Ulk1,22241
1416505_at,Nr4a1,15370
1416506_at,Psma6,26443
1416507_at,Cnpy2,56530
1416508_at,Med28,66999
1416509_at,Tm9sf3,107358
1416510_at,Mrpl4,66163
1416511_a_at,Cdc42ep4,56699
1416512_at,Nubp2,26426
1416513_at,Lamb2,16779
1416514_a_at,Fscn1,14086
1416515_at,Fscn1,14086
1416516_at,Fscn1,14086
1416517_at,Pnpla6,50767
1416518_at,H1foo,171506
1416519_at,Gm4604 /// Rpl36,54217 /// 100043718
1416520_x_at,Gm4604 /// Rpl36,54217 /// 100043718
1416521_at,Sepw1,20364
1416522_a_at,Grcc10,14790
1416523_at,Rnase1,19752
1416524_at,Spop,20747
1416525_at,Spop,20747
1416526_a_at,Park7,57320
1416527_at,Rab32,67844
1416528_at,Sh3bgrl3,73723
1416529_at,Emp1,13730
1416530_a_at,Pnp,18950
1416531_at,Gsto1,14873
1416532_at,Trrap,100683
1416533_at,Egln2,112406
1416534_at,Dpf2,19708
1416535_at,Mcrs1,51812
1416536_at,Mum1,68114
1416537_at,Creld1,171508
1416538_at,Siae,22619
1416539_at,Siae,22619
1416540_at,Hgs,15239
1416541_at,Clpb,20480
1416542_at,Phf1,21652
1416543_at,Nfe2l2,18024
1416544_at,Ezh2,14056
1416545_at,Zdhhc7,102193
1416546_a_at,Rpl6,19988
1416547_at,Ndufb3,66495
1416548_at,Slc35b4,58246
1416549_at,Slc35b4,58246
1416550_at,Slc35b4,58246
1416551_at,Atp2a2,11938
1416552_at,Dppa5a,434423
1416553_at,Stra13,20892
1416554_at,Pdlim1,54132
1416555_at,Ei24,13663
1416556_at,Tspan31,67125
1416557_a_at,Eftud2,20624
1416558_at,Melk,17279
1416559_at,Rrp8,101867
1416560_at,Slc13a3,114644
1416561_at,Gad1,14415
1416562_at,Gad1,14415
1416563_at,Ctps,51797
1416564_at,Sox7,20680
1416565_at,Cox6b1,110323
1416566_at,Strap,20901
1416567_s_at,Atp5e,67126
1416568_a_at,Acin1,56215
1416569_at,Actl6a,56456
1416570_s_at,Gfm1,28030
1416571_at,Traf4,22032
1416572_at,Mmp14,17387
1416573_at,Pofut2,80294
1416574_at,Tox4,268741
1416575_at,Cdc45,12544
1416576_at,Socs3,12702
1416577_a_at,Gm9840 /// Rbx1,56438 /// 100043674
1416578_at,Gm9840 /// Rbx1,56438 /// 100043674
1416579_a_at,Epcam,17075
1416580_a_at,Stub1,56424
1416581_at,Wdr5,140858
1416582_a_at,Bad,12015
1416583_at,Bad,12015
1416584_at,Man2b2,17160
1416585_at,Ruvbl1,56505
1416586_at,Zfp239,22685
1416587_a_at,Xrcc1,22594
1416588_at,Ptprn,19275
1416589_at,Sparc,20692
1416590_a_at,Rab34,19376
1416591_at,Rab34,19376
1416592_at,Glrx,93692
1416593_at,Glrx,93692
1416594_at,Sfrp1,20377
1416595_at,Mrps22,64655
1416596_at,Slc44a4,70129
1416597_at,Hdgfrp2,15193
1416598_at,Glis2,83396
1416599_at,Glis2,83396
1416600_a_at,Rcan1,54720
1416601_a_at,Rcan1,54720
1416602_a_at,Rad52,19365
1416603_at,Rpl22,19934
1416604_at,Cyc1,66445
1416605_at,Nhp2,52530
1416606_s_at,Nhp2,52530
1416607_at,4931406C07Rik,70984
1416608_a_at,BC004004,80748
1416609_at,BC004004,80748
1416610_a_at,Clcn3,12725
1416611_at,Scamp2,24044
1416612_at,Cyp1b1,13078
1416613_at,Cyp1b1,13078
1416614_at,Eid1,58521
1416615_at,Clpp,53895
1416616_s_at,Clpp,53895
1416617_at,Acss1,68738
1416618_at,Ppox,19044
1416619_at,4632428N05Rik,74048
1416620_at,Smarcal1,54380
1416621_at,Llgl1,16897
1416622_at,Wbscr16,94254
1416623_at,Thbs3,21827
1416624_a_at,Kxd1 /// Uba52,22186 /// 75620
1416625_at,Serping1,12258
1416626_at,Pla2g1b,18778
1416627_at,Spint1,20732
1416628_at,Tmem223,66836
1416629_at,Slc1a5,20514
1416630_at,Id3,15903
1416631_at,Ap4b1,67489
1416632_at,Me1,17436
1416633_a_at,Fam96a,68250
1416634_at,Fam96a,68250
1416635_at,Smpdl3a,57319
1416636_at,Rheb,19744
1416637_at,Slc4a2,20535
1416638_at,Sall2,50524
1416639_at,Slc2a5,56485
1416640_at,Kcne1l,66240
1416641_at,Lig1,16881
1416642_a_at,Tpt1,22070
1416643_at,Tpt1,22070
1416644_a_at,Sema3b,20347
1416645_a_at,Afp,11576
1416646_at,Afp,11576
1416647_at,Bckdha,12039
1416648_at,Dync1h1,13424
1416649_at,Ambp,11699
1416650_at,Rfpl4,192658
1416651_at,Znhit2,29805
1416652_at,Aspn,66695
1416653_at,Stxbp3a,20912
1416654_at,Slc31a2,20530
1416655_at,C1galt1c1,59048
1416656_at,Clic1,114584
1416657_at,Akt1,11651
1416658_at,Frzb,20378
1416659_at,Eif3a,13669
1416660_at,Eif3a,13669
1416661_at,Eif3a,13669
1416662_at,Sardh,192166
1416663_at,Ndufa9,66108
1416664_at,Cdc20,107995
1416665_at,Coq7,12850
1416666_at,Serpine2,20720
1416667_at,Ebp,13595
1416668_at,Emc2,66736
1416669_s_at,Naca,17938
1416670_at,Setdb1,84505
1416671_a_at,Mcoln1,94178
1416672_s_at,Mcoln1,94178
1416673_at,Bace2,56175
1416674_at,Ptpru,19273
1416675_s_at,Plcd1,18799
1416676_at,Kng1,16644
1416677_at,Apoh,11818
1416678_at,Cops3,26572
1416679_at,Abcd3,19299
1416680_at,Ube3a,22215
1416681_at,Ube3a,22215
1416682_at,Ube3a,22215
1416683_at,Plxnb2,140570
1416684_at,Fbl,14113
1416685_s_at,Fbl,14113
1416686_at,Plod2,26432
1416687_at,Plod2,26432
1416688_at,Snap91,20616
1416689_at,Tuft1,22156
1416690_at,Gtpbp2,56055
1416691_at,Gtpbp2,56055
1416692_at,Coil,12812
1416693_at,Foxc2,14234
1416694_at,Gk2,14626
1416695_at,Tspo,12257
1416696_at,D17Wsu104e,28106
1416697_at,Dpp4,13482
1416698_a_at,Cks1b,54124
1416699_at,1110008F13Rik,67388
1416700_at,Rnd3,74194
1416701_at,Rnd3,74194
1416702_at,Serpini1,20713
1416703_at,Mapk14,26416
1416704_at,Mapk14,26416
1416705_at,Rpe,66646
1416706_at,Rpe,66646
1416707_a_at,Pmf1,67037
1416708_a_at,Gramd1a,52857
1416709_a_at,Ngrn,83485
1416710_at,Tmem35,67564
1416711_at,Tbr1,21375
1416712_at,Pepd,18624
1416713_at,Tppp3,67971
1416714_at,Irf8,15900
1416715_at,Gjb3,14620
1416716_at,Efs,13644
1416717_at,Crisp2,22024
1416718_at,Bcan,12032
1416719_a_at,Rps10,67097
1416720_at,Srsf6,67996
1416721_s_at,Srsf6,67996
1416722_at,Hmg20a,66867
1416723_at,Tcf4,21413
1416724_x_at,Tcf4,21413
1416725_at,Tcf4,21413
1416726_s_at,Ube2s,77891
1416727_a_at,Cyb5a,109672
1416728_at,Csnk2b,13001
1416729_at,Plg,18815
1416730_at,Rcl1,59028
1416731_at,Top2b,21974
1416732_at,Top2b,21974
1416733_at,Mkln1,27418
1416734_at,Mkln1,27418
1416735_at,Asah1,11886
1416736_at,Casc3,192160
1416737_at,Gys1,14936
1416738_at,Brap,72399
1416739_a_at,Brap,72399
1416740_at,Col5a1,12831
1416741_at,Col5a1,12831
1416742_at,Cfdp1,23837
1416743_at,Uap1,107652
1416744_at,LOC102642017 /// Uap1,107652 /// 102642017
1416745_x_at,LOC102642017 /// Uap1,107652 /// 102642017
1416746_at,H2afx,15270
1416747_at,Mfsd5,106073
1416748_a_at,Mre11a,17535
1416749_at,Htra1,56213
1416750_at,Sigmar1,18391
1416751_a_at,Ddx20,53975
1416752_at,Ldb3,24131
1416753_at,Prkar1b,19085
1416754_at,Prkar1b,19085
1416755_at,Dnajb1,81489
1416756_at,Dnajb1,81489
1416757_at,Zwilch,68014
1416758_at,Arhgap27,544817
1416759_at,Mical1,171580
1416760_at,Galnt16,108760
1416761_at,Hsd11b2,15484
1416762_at,S100a10,20194
1416763_at,Cdc123,98828
1416764_at,Fis1,66437
1416765_s_at,Pam16,66449
1416766_at,2-Mar,67247
1416767_a_at,Smim14,68552
1416768_at,Smim14,68552
1416769_s_at,Atp6v0b,114143
1416770_at,Stk25,59041
1416771_at,Trappc3,27096
1416772_at,Cpt2,12896
1416773_at,Wee1,22390
1416774_at,Wee1,22390
1416775_at,Atp5sl,66349
1416776_at,Crym,12971
1416777_at,Ceacam12,67315
1416778_at,Sdpr,20324
1416779_at,Sdpr,20324
1416780_at,Pfkm,18642
1416781_at,Praf2,54637
1416782_s_at,Praf2,54637
1416783_at,Tac1,21333
1416784_at,Pgk2,18663
1416785_at,Kcnip1,70357
1416786_at,Acvr1,11477
1416787_at,Acvr1,11477
1416788_a_at,Idh3g,15929
1416789_at,Idh3g,15929
1416790_a_at,Gm5806 /// Gm9855 /// Tdg,21665 /// 545124 /// 624784
1416791_a_at,Nxf1,53319
1416792_at,Ppm1g,14208
1416793_at,Atl2,56298
1416794_at,Atl2,56298
1416795_at,Cryl1,68631
1416796_at,Nck2,17974
1416797_at,Nck2,17974
1416798_a_at,Nme4,56520
1416799_at,Trpm7,58800
1416800_at,Trpm7,58800
1416801_at,Trpm7,58800
1416802_a_at,Cdca5,67849
1416803_at,Fkbp7,14231
1416804_at,Ehbp1l1,114601
1416805_at,Fam198b,68659
1416806_at,Fdxr,14149
1416807_at,Rpl36a /// Rpl36al,19982 /// 66483
1416808_at,Nid1,18073
1416809_at,Cyp3a11,13112
1416810_at,Mea1,17256
1416811_s_at,Ctla2a /// Ctla2b,13024 /// 13025
1416812_at,Tia1,21841
1416813_at,Tia1,21841
1416814_at,Tia1,21841
1416815_s_at,Bub3,12237
1416816_at,Nek7,59125
1416817_at,,
1416818_at,Parva,57342
1416819_at,Cdc37,12539
1416820_at,Cdc37,12539
1416821_at,Dgcr14,27886
1416822_at,Dgcr14,27886
1416823_a_at,Osbpl1a,64291
1416824_at,B230118H07Rik,68170
1416825_at,Snta1,20648
1416826_a_at,Med20,56771
1416827_at,Tbxas1,21391
1416828_at,Snap25,20614
1416829_at,Atp5b,11947
1416830_at,0610031J06Rik,56700
1416831_at,Neu1,18010
1416832_at,Slc39a8,67547
1416833_at,Keg1,64697
1416834_x_at,Ndufb2,68198
1416835_s_at,Amd1,11702
1416836_at,Lrp10,65107
1416837_at,Bax,12028
1416838_at,Mut,17850
1416839_at,Mut,17850
1416840_at,Mid1ip1,68041
1416841_at,1110059E24Rik,66206
1416842_at,Gstm5,14866
1416843_at,Pde6d,18582
1416844_at,Prmt2,15468
1416845_at,Tmem132a,98170
1416846_a_at,Pdzrn3,55983
1416847_s_at,Oas1d /// Oas1e,100535 /// 231699
1416848_at,Ubl5,66177
1416849_at,Cisd1,52637
1416850_s_at,Cisd1,52637
1416851_at,St13,70356
1416852_a_at,Ncdn,26562
1416853_at,Ncdn,26562
1416854_at,Slc34a2,20531
1416855_at,Gas1,14451
1416856_at,Oser1,66680
1416857_at,Sdf2,20316
1416858_a_at,Fkbp3,30795
1416859_at,Fkbp3,30795
1416860_s_at,Ing1,26356
1416861_at,Stam,20844
1416862_at,Stam,20844
1416863_at,Abhd8,64296
1416864_at,Surf6,20935
1416865_at,Fgd1,14163
1416866_at,Bet1,12068
1416867_at,Bet1,12068
1416868_at,Cdkn2c,12580
1416869_x_at,Lime1 /// Zgpat,72699 /// 229007
1416870_at,Dnal4,54152
1416871_at,Adam8,11501
1416872_at,Tspan6,56496
1416873_a_at,Cdk2,12566
1416874_a_at,Paf1,54624
1416875_at,Parvg,64099
1416876_at,Parvg,64099
1416877_a_at,Mrpl51,66493
1416878_at,Mrpl51,66493
1416879_at,Mrpl51,66493
1416880_at,Mcl1,17210
1416881_at,Mcl1,17210
1416882_at,Rgs10,67865
1416883_at,Clptm1,56457
1416884_at,Cbx3 /// Gm5792 /// Gm6901 /// Gm6917,12417 /// 544944 /// 628648 /// 628794
1416885_at,1110038F14Rik,117171
1416886_at,C1d,57316
1416887_at,C1d,57316
1416888_at,Fadd,14082
1416889_at,Tnni2,21953
1416890_at,Wdr74,107071
1416891_at,Numb,18222
1416892_s_at,Fam107b,66540
1416893_at,Fam107b,66540
1416894_at,Hspbp1,66245
1416895_at,Efna1,13636
1416896_at,Rps6ka1,20111
1416897_at,Parp9,80285
1416898_a_at,Irf3,54131
1416899_at,Utf1,22286
1416900_s_at,Cers1 /// Gdf1,14559 /// 93898
1416901_at,Npc2,67963
1416902_a_at,Cox5b,12859
1416903_at,Nucb1,18220
1416904_at,Mbnl1,56758
1416905_at,Guca2a,14915
1416906_at,Anapc5,59008
1416907_at,Tsn,22099
1416908_s_at,Tsn,22099
1416909_at,Pigyl,66268
1416910_at,Dnajc15,66148
1416911_a_at,Akirin1,68050
1416912_at,Akirin1,68050
1416913_at,Ces1c,13884
1416914_s_at,Fam89b /// Sssca1,17826 /// 56390
1416915_at,Msh6,17688
1416916_at,Elf3,13710
1416917_at,1700123O20Rik,58248
1416918_at,Dlg3,53310
1416919_a_at,Nphp1,53885
1416920_at,Rbm14-rbm4 /// Rbm4,19653 /// 102902673
1416921_x_at,Aldoa,11674
1416922_a_at,Bnip3l /// Gm10480,12177 /// 100043324
1416923_a_at,Bnip3l /// Gm10480,12177 /// 100043324
1416924_at,Bri3,55950
1416925_at,Kpnb1,16211
1416926_at,Trp53inp1,60599
1416927_at,Trp53inp1,60599
1416928_at,Rbm12,75710
1416929_at,Rbm12,75710
1416930_at,Ly6d,17068
1416931_at,Nif3l1,65102
1416932_at,Cog2,76332
1416933_at,Por,18984
1416934_at,Mtm1,17772
1416935_at,Trpv2,22368
1416936_at,Aatk,11302
1416937_at,Gabarap,56486
1416938_at,Chchd1,66121
1416939_at,Ppa1,67895
1416940_at,Ppif,105675
1416941_s_at,Eif4h,22384
1416942_at,Erap1,80898
1416943_at,Ube2e1,22194
1416944_a_at,Tlk2,24086
1416945_at,Ptov1,84113
1416946_a_at,Acaa1a /// Acaa1b,113868 /// 235674
1416947_s_at,Acaa1a /// Acaa1b,113868 /// 235674
1416948_at,Mrpl23,19935
1416949_s_at,Slc39a7,14977
1416950_at,Tnfaip8,106869
1416951_a_at,Atp6v1d,73834
1416952_at,Atp6v1d,73834
1416953_at,Ctgf,14219
1416954_at,Slc25a10,27376
1416955_at,Slc25a10,27376
1416956_at,Kcnab2,16498
1416957_at,Pou2af1,18985
1416958_at,Nr1d2,353187
1416959_at,Nr1d2,353187
1416960_at,B3gat3,72727
1416961_at,Bub1b,12236
1416962_at,Rcc1,100088
1416963_at,Ubac1,98766
1416964_at,Eefsec,65967
1416965_at,Pcsk1n,30052
1416966_at,Slc22a8,19879
1416967_at,Sox2,20674
1416968_a_at,Hsd3b7,101502
1416969_at,Gtse1,29870
1416970_a_at,Cox7a2,12866
1416971_at,Cox7a2,12866
1416972_at,LOC100862468 /// Nhp2l1,20826 /// 100862468
1416973_at,LOC100862468 /// Nhp2l1,20826 /// 100862468
1416974_at,Stam2,56324
1416975_at,Stam2,56324
1416976_at,Stam2,56324
1416977_at,Stam2,56324
1416978_at,Fcgrt,14132
1416979_at,Pomp,66537
1416980_at,Mettl7b,71664
1416981_at,Foxo1,56458
1416982_at,Foxo1,56458
1416983_s_at,Foxo1,56458
1416984_at,Mrps18a,68565
1416985_at,Sirpa,19261
1416986_a_at,Sirpa,19261
1416987_at,Elp4,77766
1416988_at,Msh2,17685
1416989_at,Vps53,68299
1416990_at,Rxrb,20182
1416991_at,Mto1,68291
1416992_at,Mfng,17305
1416993_at,Cog4,102339
1416994_at,Ttc1,66827
1416995_at,Pacsin3,80708
1416996_at,Tbc1d8,54610
1416997_a_at,Hap1,15114
1416998_at,Rrs1,59014
1416999_at,Smpd2,20598
1417000_at,Abtb1,80283
1417001_a_at,Rsrp1,27981
1417002_at,0610012G03Rik,106264
1417003_at,0610012G03Rik,106264
1417004_at,Tsg101,22088
1417005_at,Klc1,16593
1417006_at,Commd4,66199
1417007_a_at,Vps4b,20479
1417008_at,Crat,12908
1417009_at,C1ra,50909
1417010_at,Zbtb18,30928
1417011_at,Sdc2,15529
1417012_at,Sdc2,15529
1417013_at,Hspb8,80888
1417014_at,Hspb8,80888
1417015_at,Rassf3,192678
1417016_at,Mapkapk5,17165
1417017_at,Cyp17a1,13074
1417018_at,Efemp2,58859
1417019_a_at,Cdc6,23834
1417020_at,Spata4,69281
1417021_a_at,Spo11,26972
1417022_at,Slc7a3,11989
1417023_a_at,Fabp4,11770
1417024_at,Hars,15115
1417025_at,H2-Eb1,14969
1417026_at,Pfdn1,67199
1417027_at,Trim2,80890
1417028_a_at,Trim2,80890
1417029_a_at,Trim2,80890
1417030_at,Tmem206,66950
1417031_at,Tmem206,66950
1417032_at,Ube2g2,22213
1417033_at,Ube2g2,22213
1417034_at,Trappc6a,67091
1417035_at,Sac3d1,66406
1417036_at,Sac3d1,66406
1417037_at,Orc6,56452
1417038_at,9-Sep,53860
1417039_a_at,Cul7,66515
1417040_a_at,Bok,51800
1417041_at,Polr1c,20016
1417042_at,Slc37a4,14385
1417043_at,Lcat,16816
1417044_at,Lcmt1,30949
1417045_at,Bid,12122
1417046_at,Nprl2,56032
1417047_at,Prom2,192212
1417048_at,Prom2,192212
1417049_at,Rhd,19746
1417050_at,C1qtnf4,67445
1417051_at,Pcdh8,18530
1417052_at,Psmb3,26446
1417053_at,1700071K01Rik /// Phb,18673 /// 237880
1417054_a_at,Sf3b6,66055
1417055_at,Sf3b6,66055
1417056_at,Psme1,19186
1417057_a_at,Lamp3 /// Ppid,67738 /// 239739
1417058_a_at,Krtcap2,66059
1417059_at,Krtcap2,66059
1417060_at,Ppp1r11,76497
1417061_at,Slc40a1,53945
1417062_at,Armc10,67211
1417063_at,C1qb,12260
1417064_at,Jagn1,67767
1417065_at,Egr1,13653
1417066_at,Adck3,67426
1417067_s_at,Adck3,67426
1417068_a_at,Ptpn1,19246
1417069_a_at,Gmfb,63985
1417070_at,Cyp4v3,102294
1417071_s_at,Cyp4v3,102294
1417072_at,Slc22a6,18399
1417073_a_at,Qk,19317
1417074_at,Ceacam10,26366
1417075_at,Fam136a,66488
1417076_at,Fabp9,21884
1417077_at,Bcap29,12033
1417078_at,Lgals2,107753
1417079_s_at,Lgals2,107753
1417080_a_at,Ecsit,26940
1417081_a_at,Syngr2,20973
1417082_at,Anp32b,67628
1417083_at,Sec61b,66212
1417084_at,Eif4ebp2,13688
1417085_at,Akr1c6,83702
1417086_at,Pafah1b1,18472
1417087_at,Glg1,20340
1417088_at,Zfp346,26919
1417089_a_at,Ckmt1,12716
1417090_at,Rcn1,19672
1417091_at,Chuk,12675
1417092_at,Pth1r,19228
1417093_a_at,Gtf2h4,14885
1417094_at,Acot7,70025
1417095_a_at,Hspa14,50497
1417096_at,Rrp15,67223
1417097_at,Mecr,26922
1417098_s_at,Mecr,26922
1417099_at,Ftsj1,54632
1417100_at,Cd320,54219
1417101_at,Hspa2,15512
1417102_a_at,Ndufb5,66046
1417103_at,Ddt,13202
1417104_at,Emp3,13732
1417105_at,Trappc2l,59005
1417106_at,Tpd52l2,66314
1417107_at,Tpd52l2,66314
1417108_at,Klc4,74764
1417109_at,Tinagl1,94242
1417110_at,Man1a,17155
1417111_at,Man1a,17155
1417112_at,Arl2bp,107566
1417113_at,Gmcl1,23885
1417114_at,Gmcl1,23885
1417115_at,Map3k12,26404
1417116_at,Slc6a8,102857
1417117_at,Cstf1,67337
1417118_a_at,Naa10,56292
1417119_at,Zfpl1,81909
1417120_at,Miip,28010
1417121_at,Gabra6,14399
1417122_at,Vav3,57257
1417123_at,Vav3,57257
1417124_at,Dstn,56431
1417125_at,Ahcy,269378
1417126_a_at,Rpl22l1,68028
1417127_at,Msx1,17701
1417128_at,Plekho1,67220
1417129_a_at,Meis2,17536
1417130_s_at,Angptl4,57875
1417131_at,Cdc25a,12530
1417132_at,Cdc25a,12530
1417133_at,Pmp22,18858
1417134_at,Srpk2,20817
1417135_at,Srpk2,20817
1417136_s_at,Srpk2,20817
1417137_at,Uck2,80914
1417138_s_at,Polr2e,66420
1417139_at,Dsn1,66934
1417140_a_at,Ptpn2,19255
1417141_at,Igtp,16145
1417142_at,Fam120b,67544
1417143_at,Lpar1,14745
1417144_at,Tubg1,103733
1417145_at,Nfxl1,100978
1417146_at,Mri1,67873
1417147_at,Fam69b,56279
1417148_at,Pdgfrb,18596
1417149_at,P4ha2,18452
1417150_at,Slc6a4,15567
1417151_a_at,Ntsr2,18217
1417152_at,Nacc2,67991
1417153_at,Nacc2,67991
1417154_at,Slc25a14,20523
1417155_at,Mycn,18109
1417156_at,Krt19,16669
1417157_at,Actr10,56444
1417158_at,Zxdc,80292
1417159_at,Zxdc,80292
1417160_s_at,Wfdc18,14038
1417161_at,Cdk2ap2,52004
1417162_at,Tmbim1,69660
1417163_at,Dusp10,63953
1417164_at,Dusp10,63953
1417165_at,Mbd2,17191
1417166_at,Psip1,101739
1417167_at,Exosc5,27998
1417168_a_at,Usp2,53376
1417169_at,Usp2,53376
1417170_at,Lztfl1,93730
1417171_at,Itk,16428
1417172_at,Ube2l6,56791
1417173_at,Atf6b,12915
1417174_at,Tmem218,66279
1417175_at,Csnk1e,27373
1417176_at,Csnk1e,27373
1417177_at,Galk1,14635
1417178_at,Gipc2,54120
1417179_at,Tspan5,56224
1417180_at,Pcsk7,18554
1417181_a_at,Kifap3,16579
1417182_at,Dnaja2,56445
1417183_at,Dnaja2,56445
1417184_s_at,Hbb-b1 /// Hbb-b2 /// Hbb-bs /// Hbb-bt,15129 /// 15130 /// 100503605 /// 101488143
1417185_at,Ly6a,110454
1417186_at,Ube2k,53323
1417187_at,Ube2k,53323
1417188_s_at,Ube2k,53323
1417189_at,Psme2 /// Psme2b,19188 /// 621823
1417190_at,Nampt,59027
1417191_at,Dnajb9,27362
1417192_at,Tomm70a,28185
1417193_at,Sod2,20656
1417194_at,Sod2,20656
1417195_at,Wwc2,52357
1417196_s_at,Wwc2,52357
1417197_at,Wwc2,52357
1417198_at,Wwc2,52357
1417199_at,Tmem183a,57439
1417200_at,Tmem183a,57439
1417201_at,Nt5c2,76952
1417202_s_at,Uba3,22200
1417203_at,Ethe1,66071
1417204_at,Kdelr2,66913
1417205_at,Kdelr2,66913
1417206_at,Urod,22275
1417207_at,Dvl2,13543
1417208_at,Amacr,17117
1417209_at,Sertad2,58172
1417210_at,Eif2s3y,26908
1417211_a_at,1110032A03Rik,68721
1417212_at,Fam195a,68241
1417213_a_at,Rbm6,19654
1417214_at,Rab27b,80718
1417215_at,Rab27b,80718
1417216_at,Pim2,18715
1417217_at,Magel2,27385
1417218_at,Calhm2,72691
1417219_s_at,Tmsb10,19240
1417220_at,Fah,14085
1417221_at,Ppm1a,19042
1417222_a_at,Tmem123,71929
1417223_at,Cd2bp2,70233
1417224_a_at,Cd2bp2,70233
1417225_at,Arl6ip5,65106
1417226_at,Fbxw4,30838
1417227_at,Mccc1,72039
1417228_at,Capn1,12333
1417229_at,Capn1,12333
1417230_at,Ralgps2,78255
1417231_at,Cldn2,12738
1417232_at,Cldn2,12738
1417233_at,Chchd4,72170
1417234_at,Mmp11,17385
1417235_at,Ehd3,57440
1417236_at,Ehd3,57440
1417237_at,Pld2,18806
1417238_at,Ewsr1,14030
1417239_at,Cetn3,12626
1417240_at,Zyx,22793
1417241_at,Amz2,13929
1417242_at,Eif4a3 /// Gm5576,192170 /// 434050
1417243_at,Fam192a,102122
1417244_a_at,Irf7,54123
1417245_at,Gpr180,58245
1417246_at,Pzp,11287
1417247_at,AI597479,98404
1417248_at,Ralbp1,19765
1417249_at,Polm,54125
1417250_at,Rlim,19820
1417251_at,Palmd,114301
1417252_at,Nt5c,50773
1417253_at,Frg1,14300
1417254_at,Spata5,57815
1417255_at,Ift140,106633
1417256_at,Mmp13,17386
1417257_at,Cel,12613
1417258_at,Cct5,12465
1417259_a_at,Capzb,12345
1417260_at,U2af2,22185
1417261_at,Mbtd1,103537
1417262_at,Ptgs2,19225
1417263_at,Ptgs2,19225
1417264_at,Coq5,52064
1417265_s_at,Coq5,52064
1417266_at,Ccl6,20305
1417267_s_at,Fkbp11,66120
1417268_at,Cd14,12475
1417269_at,Cdk9,107951
1417270_at,Wdr12,57750
1417271_a_at,Eng,13805
1417272_at,Fam114a1,68303
1417273_at,Pdk4,27273
1417274_at,Gm21559 /// Gm5161 /// Snrpa,53607 /// 382099 /// 100862206
1417275_at,Mal,17153
1417276_at,Tulp2,56734
1417277_at,Cyp4f16,70101
1417278_a_at,Nkd1,93960
1417279_at,Itpr1,16438
1417280_at,Slc17a1,20504
1417281_a_at,Mmp23,26561
1417282_at,Mmp23,26561
1417283_at,Lynx1,23936
1417284_at,Mapkap1,227743
1417285_a_at,Ndufa5,68202
1417286_at,Ndufa5,68202
1417287_at,H13,14950
1417288_at,Plekha2,83436
1417289_at,Plekha2,83436
1417290_at,Lrg1,76905
1417291_at,Tnfrsf1a,21937
1417292_at,Ifi47,15953
1417293_at,Hs6st1,50785
1417294_at,Akr7a5,110198
1417295_at,Mta1,116870
1417296_at,Atf1 /// Gm1862,11908 /// 100040260
1417297_at,Itpr3,16440
1417298_at,Ebpl,68177
1417299_at,Nek2,18005
1417300_at,Smpdl3b,100340
1417301_at,Fzd6,14368
1417302_at,Rcor2,104383
1417303_at,Mvd,192156
1417304_at,Chrd,12667
1417305_at,Speg,11790
1417306_at,Tyk2,54721
1417307_at,Dmd,13405
1417308_at,Pkm,18746
1417309_at,Tob2,57259
1417310_at,Tob2,57259
1417311_at,Crip2,68337
1417312_at,Dkk3,50781
1417313_at,Lsm7,66094
1417314_at,Cfb,14962
1417315_at,Gripap1,54645
1417316_at,Acot13,66834
1417317_s_at,Gm10029 /// Gm10237 /// Gm11810 /// Gm14279 /// Ino80 /// Rpl35a,57808 /// 68142 /// 100039478 /// 100039532 /// 100043217 /// 100046034
1417318_at,Brinp1,56710
1417319_at,Pvrl3,58998
1417320_at,Grpel1,17713
1417321_at,Zcchc7,319885
1417322_at,Dohh,102115
1417323_at,Psrc1,56742
1417324_at,Mast2,17776
1417325_at,Btrc,12234
1417326_a_at,Anapc11,66156
1417327_at,Cav2,12390
1417328_at,Ercc1,13870
1417329_at,Slc23a2,54338
1417330_at,Slc23a2,54338
1417331_a_at,Arl6,56297
1417332_at,Rfx2,19725
1417333_at,Rasa4,54153
1417334_at,Stk19,54402
1417335_at,Sult2b1,54200
1417336_a_at,Sytl4,27359
1417337_at,Epb4.2,13828
1417338_at,Epb4.2,13828
1417339_a_at,Dynll1,56455
1417340_at,Glrx3 /// Gm12669,30926 /// 620016
1417341_a_at,Ppp1r2,66849
1417342_at,Ppp1r2,66849
1417343_at,Fxyd6,59095
1417344_at,Emc7,73024
1417345_at,Emc7,73024
1417346_at,Pycard,66824
1417347_at,Pycard,66824
1417348_at,2310039H08Rik,67101
1417349_at,Bloc1s6,18457
1417350_at,Bloc1s6,18457
1417351_a_at,Snrpa1,68981
1417352_s_at,Snrpa1,68981
1417353_x_at,Snrpa1,68981
1417354_at,Sil1,81500
1417355_at,Peg3,18616
1417356_at,Peg3,18616
1417357_at,Emd,13726
1417358_s_at,Sorbs1,20411
1417359_at,Mfap2,17150
1417360_at,Mlh1,17350
1417361_at,Asb3,65257
1417362_at,Rhcg,56315
1417363_at,Zfp61,22719
1417364_at,Eef1g /// LOC101055956,67160 /// 101055956
1417365_a_at,Calm1 /// Calm2 /// Calm3,12313 /// 12314 /// 12315
